Category,Disease,Clinical_Feature,Importance,Rank
Eye,Diabetic_ophthalmic_complications,Bread intake,0.057947878,6
Eye,Diabetic_ophthalmic_complications,Hot drink temp: Hot,0.05639932,7
Eye,Diabetic_ophthalmic_complications,Diet change: No,0.051381156,8
Eye,Diabetic_ophthalmic_complications,Time spent using computer,0.05132402,9
Eye,Diabetic_ophthalmic_complications,Tea intake,0.04963487,10
Eye,Diabetic_ophthalmic_complications,Cheese: 2-4/week,0.04957047,11
Eye,Diabetic_ophthalmic_complications,Days/week of moderate physical activity,0.049381953,12
Eye,Diabetic_ophthalmic_complications,Time spent watching TV,0.047815338,13
Eye,Diabetic_ophthalmic_complications,Mobile use: More than eight years,0.047347385,14
Eye,Diabetic_ophthalmic_complications,Oily fish: 1/week,0.045941304,15
Eye,Diabetic_ophthalmic_complications,Get up: Very easy,0.04588002,16
Eye,Diabetic_ophthalmic_complications,Pork: <1/week,0.044047356,17
Eye,Diabetic_ophthalmic_complications,Skin colour: Fair,0.043133024,18
Eye,Diabetic_ophthalmic_complications,Daytime nap: Never/rarely,0.042885464,19
Eye,Diabetic_ophthalmic_complications,Sun protection: Always,0.042860623,20
Eye,Diabetic_ophthalmic_complications,Drive faster: Sometimes,0.042005297,21
Eye,Diabetic_ophthalmic_complications,Oily fish: <1/week,0.04044276,22
Eye,Diabetic_ophthalmic_complications,Drive faster than limit: Never/rarely,0.039924838,23
Eye,Diabetic_ophthalmic_complications,Bread: White,0.038189255,24
Eye,Diabetic_ophthalmic_complications,Time spent outdoors in summer,0.037675947,25
Eye,Glaucoma,Time spent watching TV,0.11004955,1
Eye,Glaucoma,Days/week of moderate physical activity,0.09248076,2
Eye,Glaucoma,Mobile freq: 5-29 mins,0.073048666,3
Eye,Glaucoma,Duration of walks,0.07304569,4
Eye,Glaucoma,Time spent driving,0.06886125,5
Eye,Glaucoma,Tea intake,0.065482065,6
Eye,Glaucoma,Days/week of vigorous physical activity,0.05584603,7
Eye,Glaucoma,Hair colour: Dark brown,0.049822126,8
Eye,Glaucoma,Skin colour: Fair,0.049384475,9
Eye,Glaucoma,Sleep duration,0.04765664,10
Eye,Glaucoma,Pork: <1/week,0.04728856,11
Eye,Glaucoma,Sun protection: Sometimes,0.04568047,12
Eye,Glaucoma,Drive faster than limit: Never/rarely,0.040538013,13
Eye,Glaucoma,Cheese: 1/week,0.03942604,14
Eye,Glaucoma,Dried fruit intake,0.03904939,15
Eye,Glaucoma,Computer games: Never/rarely,0.039049294,16
Eye,Glaucoma,Time spent outdoors in winter,0.037628964,17
Eye,Glaucoma,Poultry: 1/week,0.037596576,18
Eye,Glaucoma,Spread: Other margarine,0.03736921,19
Eye,Glaucoma,Mobile use vs 2yrs: More now,0.036939245,20
Eye,Glaucoma,Smoking: Never,0.03558286,21
Eye,Glaucoma,Hair colour: Light brown,0.034547288,22
Eye,Glaucoma,Daytime nap: Sometimes,0.034418814,23
Eye,Glaucoma,Lamb/mutton: 1/week,0.03336886,24
Eye,Glaucoma,Daytime nap: Never/rarely,0.032197632,25
Eye,Macular_degeneration,Time spent watching TV,0.10127349,1
Eye,Macular_degeneration,Cheese: 2-4/week,0.09168452,2
Eye,Macular_degeneration,Days/week of vigorous physical activity,0.084237635,3
Eye,Macular_degeneration,Days/week of walk 10+ mins,0.08378036,4
Eye,Macular_degeneration,Sleep duration,0.081754036,5
Eye,Macular_degeneration,Daytime nap: Never/rarely,0.080068104,6
Eye,Macular_degeneration,Time spent driving,0.07479505,7
Eye,Macular_degeneration,Time spent outdoors in summer,0.074392006,8
Eye,Macular_degeneration,Fresh fruit intake,0.06994832,9
Eye,Macular_degeneration,Raw vegetable intake,0.069774605,10
Eye,Macular_degeneration,Coffee intake,0.066744566,11
Eye,Macular_degeneration,Time spent outdoors in winter,0.06248867,12
Eye,Macular_degeneration,Water intake,0.0616906,13
Eye,Macular_degeneration,Spread: Other margarine,0.0606383,14
Eye,Macular_degeneration,Cooked vegetable intake,0.059726886,15
Eye,Macular_degeneration,Alcohol: 3-4/week,0.059315864,16
Eye,Macular_degeneration,Insomnia: Sometimes,0.05768123,17
Eye,Macular_degeneration,Milk: Semi-skimmed,0.056572586,18
Eye,Macular_degeneration,Smoking: Previous,0.05521442,19
Eye,Macular_degeneration,Drive faster than limit: Never/rarely,0.05478967,20
Eye,Macular_degeneration,Age first had sexual intercourse,0.0541163,21
Eye,Macular_degeneration,Smoking: Never,0.051440578,22
Eye,Macular_degeneration,Salt added: Never/rarely,0.051121738,23
Eye,Macular_degeneration,Hair colour: Light brown,0.050992623,24
Eye,Macular_degeneration,Past smoking: Never,0.050232884,25
Eye,Retinal_detachments_and_breaks,Tea intake,0.014698305,1
Eye,Retinal_detachments_and_breaks,Days/week of moderate physical activity,0.011468553,2
Eye,Retinal_detachments_and_breaks,Bread intake,0.009947609,3
Eye,Retinal_detachments_and_breaks,Days/week of walk 10+ mins,0.009429652,4
Eye,Retinal_detachments_and_breaks,Time spent outdoors in winter,0.00937073,5
Eye,Retinal_detachments_and_breaks,Days/week of vigorous physical activity,0.009177177,6
Eye,Retinal_detachments_and_breaks,Poultry: 1/week,0.009144443,7
Eye,Retinal_detachments_and_breaks,Water intake,0.009038446,8
Eye,Retinal_detachments_and_breaks,Coffee intake,0.008704771,9
Eye,Retinal_detachments_and_breaks,Sleep duration,0.008657301,10
Eye,Retinal_detachments_and_breaks,Age first had sexual intercourse,0.008449637,11
Eye,Retinal_detachments_and_breaks,Cereal intake,0.008448664,12
Eye,Retinal_detachments_and_breaks,Time spent outdoors in summer,0.00824435,13
Eye,Retinal_detachments_and_breaks,Mobile use: Five to eight years,0.00814043,14
Eye,Retinal_detachments_and_breaks,Diet change: No,0.00814042,15
Eye,Retinal_detachments_and_breaks,Sun protection: Most times,0.007836562,16
Eye,Retinal_detachments_and_breaks,Bread: Wholemeal,0.0076847775,17
Eye,Retinal_detachments_and_breaks,Fresh fruit intake,0.0074952263,18
Eye,Retinal_detachments_and_breaks,Time spent using computer,0.0073401798,19
Eye,Retinal_detachments_and_breaks,Time spent watching TV,0.007196267,20
Eye,Retinal_detachments_and_breaks,Oily fish: 1/week,0.0070942533,21
Eye,Retinal_detachments_and_breaks,Skin tanning: Get moderately tanned,0.007012613,22
Eye,Retinal_detachments_and_breaks,Diet variation: Never/rarely,0.006943258,23
Eye,Retinal_detachments_and_breaks,Time spent driving,0.00688427,24
Eye,Retinal_detachments_and_breaks,Get up: Very easy,0.0068076723,25
Genitourinary,Urolithiasis,Age first had sexual intercourse,0.04056621,1
Genitourinary,Urolithiasis,Bread: Wholemeal,0.03727816,2
Genitourinary,Urolithiasis,Time spent watching TV,0.035446115,3
Genitourinary,Urolithiasis,Alcohol vs 10yrs ago: About the same,0.034634933,4
Genitourinary,Urolithiasis,Time spent driving,0.0322918,5
Genitourinary,Urolithiasis,Bread intake,0.032083236,6
Genitourinary,Urolithiasis,Alcohol: 3-4/week,0.032035697,7
Genitourinary,Urolithiasis,Cereal intake,0.031202016,8
Genitourinary,Urolithiasis,Alcohol vs 10yrs ago: Less now,0.029317955,9
Genitourinary,Urolithiasis,Sleep duration,0.028457846,10
Genitourinary,Urolithiasis,Pork: <1/week,0.027917458,11
Genitourinary,Urolithiasis,Days/week of walk 10+ mins,0.027789617,12
Genitourinary,Urolithiasis,Days/week of vigorous physical activity,0.027583018,13
Genitourinary,Urolithiasis,Days/week of moderate physical activity,0.02638015,14
Genitourinary,Urolithiasis,Time spent outdoors in winter,0.02607164,15
Genitourinary,Urolithiasis,Time spent outdoors in summer,0.025851578,16
Genitourinary,Urolithiasis,Tea intake,0.02564137,17
Genitourinary,Urolithiasis,Cooked vegetable intake,0.025340121,18
Genitourinary,Urolithiasis,Walking pace: Steady/average,0.025219692,19
Genitourinary,Urolithiasis,Daytime dozing: Never/rarely,0.024796221,20
Genitourinary,Urolithiasis,Snoring: No,0.024447015,21
Genitourinary,Urolithiasis,Time spent using computer,0.023991266,22
Genitourinary,Urolithiasis,Coffee intake,0.023868145,23
Genitourinary,Urolithiasis,Water intake,0.023676943,24
Genitourinary,Urolithiasis,Mobile use: Two to four years,0.02301485,25
Genitourinary,Urinary_Incontinence,Days/week of walk 10+ mins,0.06719696,1
Genitourinary,Urinary_Incontinence,Cereal intake,0.053767864,2
Genitourinary,Urinary_Incontinence,Time spent outdoors in summer,0.04695495,3
Genitourinary,Urinary_Incontinence,Walking pace: Brisk,0.046026457,4
Genitourinary,Urinary_Incontinence,Days/week of moderate physical activity,0.045318983,5
Genitourinary,Urinary_Incontinence,Water intake,0.043380465,6
Genitourinary,Urinary_Incontinence,Time spent watching TV,0.043336827,7
Genitourinary,Urinary_Incontinence,Cheese: 2-4/week,0.04291022,8
Genitourinary,Urinary_Incontinence,Diet change: No,0.041849013,9
Genitourinary,Urinary_Incontinence,Skin colour: Fair,0.04115752,10
Genitourinary,Urinary_Incontinence,Cooked vegetable intake,0.03801183,11
Genitourinary,Urinary_Incontinence,Days/week of vigorous physical activity,0.037679728,12
Genitourinary,Urinary_Incontinence,Poultry: 2-4/week,0.037470084,13
Genitourinary,Urinary_Incontinence,Time spent driving,0.0373436,14
Genitourinary,Urinary_Incontinence,Raw vegetable intake,0.03667813,15
Genitourinary,Urinary_Incontinence,Time spent outdoors in winter,0.03609349,16
Genitourinary,Urinary_Incontinence,Sleep duration,0.034734953,17
Genitourinary,Urinary_Incontinence,Insomnia: Usually,0.034173198,18
Genitourinary,Urinary_Incontinence,Tea intake,0.03342759,19
Genitourinary,Urinary_Incontinence,Past smoking: Most/all days,0.031645358,20
Genitourinary,Urinary_Incontinence,Coffee intake,0.031229047,21
Genitourinary,Urinary_Incontinence,Mobile freq: Less than 5mins,0.030599596,22
Genitourinary,Urinary_Incontinence,Smoking: Never,0.029692704,23
Genitourinary,Urinary_Incontinence,Get up: Very easy,0.029613916,24
Genitourinary,Urinary_Incontinence,Age first had sexual intercourse,0.027796006,25
Genitourinary,Postmenopausal_bleeding_filtered,Days/week of vigorous physical activity,0.044891592,1
Genitourinary,Postmenopausal_bleeding_filtered,Bread intake,0.043517653,2
Genitourinary,Postmenopausal_bleeding_filtered,Tea intake,0.0405865,3
Genitourinary,Postmenopausal_bleeding_filtered,Sleep duration,0.039776187,4
Genitourinary,Postmenopausal_bleeding_filtered,Time spent outdoors in summer,0.036918245,5
Genitourinary,Postmenopausal_bleeding_filtered,Spread: Other margarine,0.033490587,6
Genitourinary,Postmenopausal_bleeding_filtered,Fresh fruit intake,0.03074006,7
Genitourinary,Postmenopausal_bleeding_filtered,Days/week of walk 10+ mins,0.029830724,8
Genitourinary,Postmenopausal_bleeding_filtered,Time spent watching TV,0.028544009,9
Genitourinary,Postmenopausal_bleeding_filtered,Days/week of moderate physical activity,0.027593628,10
Genitourinary,Postmenopausal_bleeding_filtered,Cereal intake,0.027531892,11
Genitourinary,Postmenopausal_bleeding_filtered,Cooked vegetable intake,0.027192334,12
Genitourinary,Postmenopausal_bleeding_filtered,Sun protection: Sometimes,0.026417956,13
Genitourinary,Postmenopausal_bleeding_filtered,Water intake,0.025875531,14
Genitourinary,Postmenopausal_bleeding_filtered,Sun protection: Most times,0.025681391,15
Genitourinary,Postmenopausal_bleeding_filtered,Coffee intake,0.025223874,16
Genitourinary,Postmenopausal_bleeding_filtered,Raw vegetable intake,0.025026305,17
Genitourinary,Postmenopausal_bleeding_filtered,Snoring: No,0.023950921,18
Genitourinary,Postmenopausal_bleeding_filtered,Mobile freq: 5-29 mins,0.02303901,19
Genitourinary,Postmenopausal_bleeding_filtered,Hot drink temp: Hot,0.022423606,20
Genitourinary,Postmenopausal_bleeding_filtered,Skin colour: Fair,0.02208843,21
Genitourinary,Postmenopausal_bleeding_filtered,Time spent using computer,0.022073545,22
Genitourinary,Postmenopausal_bleeding_filtered,Age first had sexual intercourse,0.021487106,23
Genitourinary,Postmenopausal_bleeding_filtered,Duration of walks,0.021446014,24
Genitourinary,Postmenopausal_bleeding_filtered,Mother: High blood pressure,0.02118681,25
Genitourinary,Obstructive_and_reflux_uropathy,Time spent outdoors in summer,0.10409233,1
Genitourinary,Obstructive_and_reflux_uropathy,Time spent outdoors in winter,0.08083777,2
Genitourinary,Obstructive_and_reflux_uropathy,Facial ageing: Younger than you are,0.076163426,3
Genitourinary,Obstructive_and_reflux_uropathy,Days/week of moderate physical activity,0.07436423,4
Genitourinary,Obstructive_and_reflux_uropathy,Age first had sexual intercourse,0.07253415,5
Genitourinary,Obstructive_and_reflux_uropathy,Skin colour: Fair,0.062415127,6
Genitourinary,Obstructive_and_reflux_uropathy,Daytime dozing: Never/rarely,0.06209573,7
Genitourinary,Obstructive_and_reflux_uropathy,Time spent using computer,0.060574535,8
Genitourinary,Obstructive_and_reflux_uropathy,Alcohol: 1-2/week,0.05692963,9
Genitourinary,Obstructive_and_reflux_uropathy,Hot drink temp: Hot,0.05409678,10
Genitourinary,Obstructive_and_reflux_uropathy,Tea intake,0.051767986,11
Genitourinary,Obstructive_and_reflux_uropathy,Daytime nap: Never/rarely,0.050830066,12
Genitourinary,Obstructive_and_reflux_uropathy,Poultry: 2-4/week,0.048559047,13
Genitourinary,Obstructive_and_reflux_uropathy,Sun protection: Sometimes,0.045734476,14
Genitourinary,Obstructive_and_reflux_uropathy,Milk: Semi-skimmed,0.04229531,15
Genitourinary,Obstructive_and_reflux_uropathy,Daytime nap: Sometimes,0.04129287,16
Genitourinary,Obstructive_and_reflux_uropathy,Salt added: Never/rarely,0.04032995,17
Genitourinary,Obstructive_and_reflux_uropathy,Dried fruit intake,0.039321847,18
Genitourinary,Obstructive_and_reflux_uropathy,Poultry: 1/week,0.038743664,19
Genitourinary,Obstructive_and_reflux_uropathy,Bread intake,0.038703065,20
Genitourinary,Obstructive_and_reflux_uropathy,Snoring: No,0.038449075,21
Genitourinary,Obstructive_and_reflux_uropathy,Time spent watching TV,0.038289092,22
Genitourinary,Obstructive_and_reflux_uropathy,Mother: High blood pressure,0.037672997,23
Genitourinary,Obstructive_and_reflux_uropathy,Walking pace: Brisk,0.037483014,24
Genitourinary,Obstructive_and_reflux_uropathy,Diet change: No,0.037059173,25
Genitourinary,Female_genital_prolapse_filtered,Days/week of walk 10+ mins,0.055841632,1
Genitourinary,Female_genital_prolapse_filtered,Coffee intake,0.05350014,2
Genitourinary,Female_genital_prolapse_filtered,Duration of walks,0.051687565,3
Genitourinary,Female_genital_prolapse_filtered,Diet variation: Never/rarely,0.043845247,4
Genitourinary,Female_genital_prolapse_filtered,Tea intake,0.036759317,5
Genitourinary,Female_genital_prolapse_filtered,Snoring: No,0.03399519,6
Genitourinary,Female_genital_prolapse_filtered,Diet variation: Sometimes,0.032989655,7
Genitourinary,Female_genital_prolapse_filtered,Skin tanning: Get moderately tanned,0.030074341,8
Genitourinary,Female_genital_prolapse_filtered,Drive faster: Sometimes,0.029772295,9
Genitourinary,Female_genital_prolapse_filtered,Cereal: Oat (Porridge),0.02836958,10
Genitourinary,Female_genital_prolapse_filtered,Drive faster than limit: Never/rarely,0.026069783,11
Genitourinary,Female_genital_prolapse_filtered,Milk: Semi-skimmed,0.025800377,12
Genitourinary,Female_genital_prolapse_filtered,Days/week of moderate physical activity,0.025447082,13
Genitourinary,Female_genital_prolapse_filtered,Dried fruit intake,0.025240777,14
Genitourinary,Female_genital_prolapse_filtered,Age first had sexual intercourse,0.02455124,15
Genitourinary,Female_genital_prolapse_filtered,Alcohol: 1-2/week,0.024182575,16
Genitourinary,Female_genital_prolapse_filtered,Diet change: No,0.024141775,17
Genitourinary,Female_genital_prolapse_filtered,Cereal intake,0.024097558,18
Genitourinary,Female_genital_prolapse_filtered,Walking pace: Brisk,0.023960944,19
Genitourinary,Female_genital_prolapse_filtered,Time spent driving,0.023316797,20
Genitourinary,Female_genital_prolapse_filtered,Sun protection: Most times,0.023277862,21
Genitourinary,Female_genital_prolapse_filtered,Non-oily fish: 2-4/week,0.022806374,22
Genitourinary,Female_genital_prolapse_filtered,Time spent watching TV,0.022355916,23
Genitourinary,Female_genital_prolapse_filtered,Raw vegetable intake,0.022040104,24
Genitourinary,Female_genital_prolapse_filtered,Time spent outdoors in summer,0.021992804,25
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Time spent outdoors in summer,0.08834812,1
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Diet change: No,0.07781937,2
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Days/week of walk 10+ mins,0.06383791,3
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Sleep duration,0.060834378,4
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Stair climbing: 6-10 times,0.05872775,5
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Age first had sexual intercourse,0.05807415,6
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Fresh fruit intake,0.054878775,7
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Diet variation: Sometimes,0.054824557,8
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Cooked vegetable intake,0.048770063,9
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Tea intake,0.048609346,10
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Time spent driving,0.048609074,11
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Time spent watching TV,0.047461987,12
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Bread intake,0.044606406,13
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Lifetime number of sexual partners,0.04388811,14
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Time spent using computer,0.043447353,15
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Spread: Other margarine,0.04277507,16
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Days/week of vigorous physical activity,0.041329376,17
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Drive faster than limit: Never/rarely,0.041247744,18
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Cereal intake,0.04065044,19
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Past smoking: Never,0.040378682,20
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Poultry: 2-4/week,0.040094152,21
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Mobile hand: Right,0.03993716,22
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Insomnia: Usually,0.03870956,23
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Dried fruit intake,0.038593892,24
Genitourinary,Menorrhagia_and_polymenorrhoea_filtered,Days/week of moderate physical activity,0.03754265,25
Genitourinary,Chronic_Kidney_Disease,Water intake,0.0516772,1
Genitourinary,Chronic_Kidney_Disease,Duration of walks,0.045656,2
Genitourinary,Chronic_Kidney_Disease,Fresh fruit intake,0.040202167,3
Genitourinary,Chronic_Kidney_Disease,Days/week of walk 10+ mins,0.038450643,4
Genitourinary,Chronic_Kidney_Disease,Sleep duration,0.03453741,5
Genitourinary,Chronic_Kidney_Disease,Walking pace: Brisk,0.032575436,6
Genitourinary,Chronic_Kidney_Disease,Cereal intake,0.02884183,7
Genitourinary,Chronic_Kidney_Disease,Smoking: Previous,0.02590192,8
Genitourinary,Chronic_Kidney_Disease,Daytime nap: Never/rarely,0.025538027,9
Genitourinary,Chronic_Kidney_Disease,Poultry: 1/week,0.025189884,10
Genitourinary,Chronic_Kidney_Disease,Coffee intake,0.025001856,11
Genitourinary,Chronic_Kidney_Disease,Time spent driving,0.024839245,12
Genitourinary,Chronic_Kidney_Disease,Hot drink temp: Hot,0.0241629,13
Genitourinary,Chronic_Kidney_Disease,Time spent outdoors in summer,0.023963308,14
Genitourinary,Chronic_Kidney_Disease,Cheese: 2-4/week,0.02322521,15
Genitourinary,Chronic_Kidney_Disease,Tea intake,0.023078185,16
Genitourinary,Chronic_Kidney_Disease,Insomnia: Usually,0.021331314,17
Genitourinary,Chronic_Kidney_Disease,Lamb/mutton: Never,0.021086795,18
Genitourinary,Chronic_Kidney_Disease,Days/week of moderate physical activity,0.020810423,19
Genitourinary,Chronic_Kidney_Disease,Time spent watching TV,0.020601518,20
Genitourinary,Chronic_Kidney_Disease,Walking pace: Steady/average,0.019516943,21
Genitourinary,Chronic_Kidney_Disease,Days/week of vigorous physical activity,0.019253483,22
Genitourinary,Chronic_Kidney_Disease,Bread intake,0.018998113,23
Genitourinary,Chronic_Kidney_Disease,Snoring: Yes,0.01896942,24
Genitourinary,Chronic_Kidney_Disease,Mobile use: Never,0.018796477,25
Genitourinary,Hyperplasia_of_prostate_filtered,Time spent watching TV,0.12705593,1
Genitourinary,Hyperplasia_of_prostate_filtered,Tea intake,0.08443094,2
Genitourinary,Hyperplasia_of_prostate_filtered,Insomnia: Never/rarely,0.06910741,3
Genitourinary,Hyperplasia_of_prostate_filtered,Daytime nap: Never/rarely,0.06846428,4
Genitourinary,Hyperplasia_of_prostate_filtered,Milk: Semi-skimmed,0.06671021,5
Genitourinary,Hyperplasia_of_prostate_filtered,Insomnia: Usually,0.066467375,6
Genitourinary,Hyperplasia_of_prostate_filtered,Cooked vegetable intake,0.06324021,7
Genitourinary,Hyperplasia_of_prostate_filtered,Water intake,0.06286751,8
Genitourinary,Hyperplasia_of_prostate_filtered,Smoking: Previous,0.0626156,9
Genitourinary,Hyperplasia_of_prostate_filtered,Drive faster than limit: Never/rarely,0.059284262,10
Genitourinary,Hyperplasia_of_prostate_filtered,Salt added: Never/rarely,0.05718467,11
Genitourinary,Hyperplasia_of_prostate_filtered,Alcohol vs 10yrs ago: Less now,0.057033658,12
Genitourinary,Hyperplasia_of_prostate_filtered,Duration of walks,0.053798575,13
Genitourinary,Hyperplasia_of_prostate_filtered,Snoring: Yes,0.052871287,14
Genitourinary,Hyperplasia_of_prostate_filtered,Walking pace: Brisk,0.05278809,15
Genitourinary,Hyperplasia_of_prostate_filtered,Days/week of vigorous physical activity,0.05208263,16
Genitourinary,Hyperplasia_of_prostate_filtered,Time spent outdoors in summer,0.050231177,17
Genitourinary,Hyperplasia_of_prostate_filtered,Alcohol vs 10yrs ago: About the same,0.049968895,18
Genitourinary,Hyperplasia_of_prostate_filtered,Processed meat: 1/week,0.046686333,19
Genitourinary,Hyperplasia_of_prostate_filtered,Beef: <1/week,0.046377465,20
Genitourinary,Hyperplasia_of_prostate_filtered,Days/week of moderate physical activity,0.044946827,21
Genitourinary,Hyperplasia_of_prostate_filtered,Computer games: Never/rarely,0.043590456,22
Genitourinary,Hyperplasia_of_prostate_filtered,Milk: Skimmed,0.042646315,23
Genitourinary,Hyperplasia_of_prostate_filtered,Get up: Fairly easy,0.042337626,24
Genitourinary,Hyperplasia_of_prostate_filtered,Diet change: No,0.042151205,25
Genitourinary,Acute_Kidney_Injury,Time spent watching TV,0.02694301,1
Genitourinary,Acute_Kidney_Injury,Coffee intake,0.017543709,2
Genitourinary,Acute_Kidney_Injury,Walking pace: Brisk,0.01583307,3
Genitourinary,Acute_Kidney_Injury,Cereal intake,0.014172768,4
Genitourinary,Acute_Kidney_Injury,Days/week of moderate physical activity,0.014011128,5
Genitourinary,Acute_Kidney_Injury,Days/week of vigorous physical activity,0.0137794865,6
Genitourinary,Acute_Kidney_Injury,Time spent outdoors in summer,0.013189425,7
Genitourinary,Acute_Kidney_Injury,Daytime nap: Never/rarely,0.013097402,8
Genitourinary,Acute_Kidney_Injury,Milk: Semi-skimmed,0.012728863,9
Genitourinary,Acute_Kidney_Injury,Days/week of walk 10+ mins,0.012208184,10
Genitourinary,Acute_Kidney_Injury,Smoking: Never,0.011959262,11
Genitourinary,Acute_Kidney_Injury,Water intake,0.011644837,12
Genitourinary,Acute_Kidney_Injury,Time spent using computer,0.0114671495,13
Genitourinary,Acute_Kidney_Injury,Raw vegetable intake,0.011347936,14
Genitourinary,Acute_Kidney_Injury,Smoking: Previous,0.011320256,15
Genitourinary,Acute_Kidney_Injury,Fresh fruit intake,0.011268167,16
Genitourinary,Acute_Kidney_Injury,Tea intake,0.011225444,17
Genitourinary,Acute_Kidney_Injury,Age first had sexual intercourse,0.011177589,18
Genitourinary,Acute_Kidney_Injury,Cereal: Oat (Porridge),0.011054083,19
Genitourinary,Acute_Kidney_Injury,Alcohol vs 10yrs ago: Less now,0.010884115,20
Genitourinary,Acute_Kidney_Injury,Salt added: Never/rarely,0.010769525,21
Genitourinary,Acute_Kidney_Injury,Ever smoked: Yes,0.010583418,22
Genitourinary,Acute_Kidney_Injury,Sleep duration,0.010577291,23
Genitourinary,Acute_Kidney_Injury,Time spent outdoors in winter,0.009964942,24
Genitourinary,Acute_Kidney_Injury,Mobile use: More than eight years,0.009770458,25
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Mobile hand: Right,0.02920897,1
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Poultry: 1/week,0.02528244,2
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Ever smoked: No,0.02335281,3
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Sleep duration,0.023152225,4
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Walking pace: Brisk,0.022030614,5
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Time spent driving,0.021135604,6
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Age first had sexual intercourse,0.020846002,7
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Time spent outdoors in winter,0.019652316,8
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Days/week of moderate physical activity,0.019207897,9
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Non-oily fish: 1/week,0.018815005,10
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Tea intake,0.017870463,11
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Days/week of walk 10+ mins,0.017441917,12
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Cheese: 2-4/week,0.017282423,13
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Cereal intake,0.017022673,14
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Water intake,0.016422566,15
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Fresh fruit intake,0.016196577,16
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Duration of walks,0.016154617,17
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Days/week of vigorous physical activity,0.016005127,18
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Bread intake,0.015595116,19
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Stair climbing: 6-10 times,0.015165282,20
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Time spent watching TV,0.015051351,21
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Time spent using computer,0.014992384,22
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Alcohol: 3-4/week,0.01462879,23
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Time spent outdoors in summer,0.014023486,24
Haematological_or_immunological,Secondary_or_other_Thrombocytopaenia,Coffee intake,0.013971697,25
Haematological_or_immunological,Other_anaemias,Time spent watching TV,0.08317016,1
Haematological_or_immunological,Other_anaemias,Duration of walks,0.07679164,2
Haematological_or_immunological,Other_anaemias,Days/week of moderate physical activity,0.06649545,3
Haematological_or_immunological,Other_anaemias,Walking pace: Brisk,0.060578648,4
Haematological_or_immunological,Other_anaemias,Mobile use vs 2yrs: More now,0.052882764,5
Haematological_or_immunological,Other_anaemias,Drive faster: Sometimes,0.050297983,6
Haematological_or_immunological,Other_anaemias,Days/week of walk 10+ mins,0.04670962,7
Haematological_or_immunological,Other_anaemias,Smoking: Previous,0.046525512,8
Haematological_or_immunological,Other_anaemias,Time spent outdoors in summer,0.044844877,9
