Source,Target,Conn
ABHD16A,GOLT1A,0.693943823232
ABHD16A,GORAB,0.56
ABHD16A,GPR152,0.56
ABHD16A,GYPC,0.56
ABHD16A,HM13,0.37
ABHD16A,HNRNPA1,0.37
ABHD16A,HSD17B13,0.56
ABHD16A,IFITM1,0.37
ABHD16A,IFITM3,0.56
ABHD16A,ITGAM,0.56
ABHD16A,LTA,0.56
ABHD16A,MLH1,0.37
ABHD16A,MT-ND4L,0.37
ABHD16A,PERP,0.56
ABHD16A,PILRB,0.37
ABHD16A,PKMYT1,0.56
ABHD16A,POLE,0.56
ABHD16A,RETREG3,0.869352081774
ABHD16A,RHBDD2,0.682915846829
ABHD16A,RHBDL1,0.854895824462
ABHD16A,RNF5,0.899373740986
ABHD16A,SAFB,0.37
ABHD16A,SLC10A1,0.56
ABHD16A,SLC30A2,0.800209852657
ABHD16A,SLC7A8,0.670873402486
ABHD16A,SPAG4,0.800467784978
ABHD16A,SPAG7,0.37
ABHD16A,STMN4,0.670873402486
ABHD16A,STX1B,0.56
ABHD16A,TM4SF19,0.68887674318
ABHD16A,TMEM139,0.688128081816
ABHD16A,TMEM143,0.56
ABHD16A,TMEM147,0.67
ABHD16A,TMEM14B,0.708263623401
ABHD16A,TMEM222,0.37
ABHD16A,TMEM237,0.886445451789
ABHD16A,TMEM65,0.56
ABHD16A,UNC93A,0.56
ABHD16A,VMA21,0.670873402486
ABHD16A,WBP1L,0.670873402486
ABHD16B,HSPD1,0.35
ABHD16B,MFHAS1,0.35
ABHD17A,ABHD17C,0.35
ABHD17A,ACVR2A,0.35
ABHD17A,BIRC2,0.37
ABHD17A,CCT2,0.35
ABHD17A,CCT3,0.35
ABHD17A,CCT6A,0.35
ABHD17A,CCZ1B,0.35
ABHD17A,CHMP4A,0.35
ABHD17A,DDX19B,0.35
ABHD17A,DLG4,0.37
ABHD17A,DYNLT2B,0.35
ABHD17A,GOLGA2,0.37
ABHD17A,HPGDS,0.67
ABHD17A,HSPA8,0.35
ABHD17A,KRTAP5-9,0.37
ABHD17A,PLEKHG4,0.35
ABHD17A,PLEKHH3,0.35
ABHD17A,PNMA1,0.37
ABHD17A,SPAG9,0.35
ABHD17A,SRC,0.35
ABHD17A,TCP1,0.35
ABHD17A,TRIM27,0.37
ABHD17A,TUBA1A,0.35
ABHD17A,VPS28,0.35
ABHD17C,A2M,0.56
ABHD17C,APBB2,0.56
ABHD17C,DNM2,0.56
ABHD17C,MECP2,0.56
ABHD17C,OPTN,0.56
ABHD17C,PHYH,0.56
ABHD17C,PMP22,0.56
ABHD17C,SMN2,0.56
ABHD17C,TOR1A,0.56
ABHD18,DNAJA2,0.35
ABHD18,HSPD1,0.53
ABHD18,LAMP2,0.35
ABHD18,MGAT5B,0.35
ABHD18,SELENOO,0.53
ABHD18,TOR1AIP2,0.53
ABHD4,AURKAIP1,0.758328296459
ABHD4,CMTM5,0.889973814148
ABHD4,CSNK2B,0.37
ABHD4,DERL1,0.56
ABHD4,DGAT2L6,0.836483451537
ABHD4,HTATIP2,0.56
ABHD4,INSIG2,0.56
ABHD4,PLIN3,0.797136856565
ABHD4,RABAC1,0.56
ABHD4,REEP5,0.822808297429
ABHD4,TK1,0.37
ABHD5,DGAT2L6,0.835959307248
ABHD5,GET1,0.707564396246
ABHD5,H2AC8,0.4
ABHD5,HMOX2,0.35
ABHD5,KDM4A,0.35
ABHD5,MIEF1,0.56
ABHD5,NRAS,0.53
ABHD5,PLIN2,0.56
ABHD5,PLIN3,0.810090516383
ABHD5,RNF24,0.699283804899
ABHD5,RUSC1,0.56
ABHD5,SARAF,0.53
ABHD5,SH3GLB1,0.56
ABHD5,SKAP2,0.53
ABHD5,TMEM14B,0.716856980395
ABHD5,TMEM38B,0.53
ABHD5,TRIM59,0.53
ABHD5,ZPR1,0.53
ABHD6,CKMT2,0.37
ABHD6,FIS1,0.56
ABHD6,PCGF2,0.37
ABHD6,TVP23B,0.56
ABHD8,RIC8B,0.35
ABHD8,YBX2,0.35
ABI1,ABI2,0.56
ABI1,ABL1,0.9
ABI1,ABL2,0.44
ABI1,AKAP12,0.35
ABI1,BAIAP2,0.35
ABI1,BCLAF1,0.35
ABI1,BRK1,0.64
ABI1,C22ORF15,0.56
ABI1,CAD,0.35
ABI1,CBL,0.52
ABI1,CBLB,0.44
ABI1,CBLC,0.44
ABI1,CCHCR1,0.56
ABI1,CDK6,0.44
ABI1,CMPK1,0.35
ABI1,CORO1C,0.35
ABI1,CRKL,0.44
ABI1,CYFIP1,0.74
ABI1,CYFIP2,0.56
ABI1,DPP7,0.35
ABI1,DST,0.37
ABI1,ENAH,0.35
ABI1,ENKD1,0.56
ABI1,FAM124B,0.56
ABI1,FES,0.44
ABI1,FGR,0.44
ABI1,FRK,0.44
ABI1,FXR1,0.37
ABI1,GRB10,0.44
ABI1,HOMER3,0.56
ABI1,HSD17B12,0.35
ABI1,HSPA6,0.35
ABI1,HSPA7,0.35
ABI1,HSPA8,0.56
ABI1,HSPB1,0.35
ABI1,ITGA3,0.35
ABI1,IVNS1ABP,0.35
ABI1,KIAA0408,0.37
ABI1,KTN1,0.37
ABI1,LYN,0.44
ABI1,MAB21L2,0.56
ABI1,MKI67,0.35
ABI1,MRFAP1,0.37
ABI1,MRFAP1L1,0.37
ABI1,MYO1C,0.35
ABI1,NCF1,0.58
ABI1,NCK1,0.67
ABI1,NCKAP1,0.91
ABI1,NHS,0.35
ABI1,NHSL1,0.35
ABI1,NHSL3,0.53
ABI1,NIN,0.4
ABI1,PCM1,0.49
ABI1,PDCD4,0.35
ABI1,PIK3R1,0.44
ABI1,PIK3R3,0.44
ABI1,PPP2R1A,0.35
ABI1,PRKAA1,0.4
ABI1,PRPS1,0.35
ABI1,PRPS2,0.35
ABI1,PRPSAP1,0.35
ABI1,PRPSAP2,0.35
ABI1,RAPH1,0.35
ABI1,RBM14,0.35
ABI1,RBM15,0.56
ABI1,RCOR3,0.56
ABI1,SHANK3,0.37
ABI1,SLC25A11,0.35
ABI1,SLC25A3,0.35
ABI1,SLC25A5,0.35
ABI1,SMARCD1,0.56
ABI1,SOS1,0.54
ABI1,SRC,0.44
ABI1,SRP68,0.37
ABI1,THOC6,0.35
ABI1,TLN1,0.37
ABI1,TRA2B,0.35
ABI1,TSC1,0.37
ABI1,TUBA1B,0.35
ABI1,TUBB,0.35
ABI1,TUBB4B,0.35
ABI1,VAV1,0.44
ABI1,VAV2,0.44
ABI1,WASF1,0.73
ABI1,WASF2,0.83
ABI2,ABI1,0.908954262596
ABI2,ABI2,0.930394422478
ABI2,ABI3,0.933731010142
ABI2,ABL1,0.64
ABI2,ABL2,0.875572589406
ABI2,ACTMAP,0.873681371594
ABI2,AKAP8L,0.830286812218
ABI2,AKAP9,0.786777498573
ABI2,ANKRD55,0.786777498573
ABI2,ARHGAP32,0.67
ABI2,ARMC7,0.67
ABI2,ATP23,0.800226868911
ABI2,BAG4,0.933731010142
ABI2,BAIAP2,0.53
ABI2,BIN3,0.929119759758
ABI2,BLOC1S5,0.75220079925
ABI2,BLOC1S6,0.913447440607
ABI2,BORCS6,0.918993509012
ABI2,BRK1,0.91
ABI2,C20ORF202,0.736459917163
ABI2,C4ORF17,0.670002475038
ABI2,CASKIN2,0.35
ABI2,CCDC102B,0.896344960849
ABI2,CCDC115,0.786777498573
ABI2,CCDC74B,0.670002475038
ABI2,CCHCR1,0.37
ABI2,CENPH,0.933731010142
ABI2,CENPQ,0.693106017343
ABI2,CEP44,0.920286731641
ABI2,CEP57,0.56
ABI2,CIMIP2B,0.715279418022
ABI2,CLPP,0.670002475038
ABI2,COG3,0.813029497616
ABI2,CRX,0.67
ABI2,CUEDC1,0.693106017343
ABI2,CYFIP1,0.87
ABI2,CYFIP2,0.35
ABI2,DCTN2,0.825190890002
ABI2,DISC1,0.874201870601
ABI2,DLGAP2,0.56
ABI2,DLGAP4,0.56
ABI2,DNAI7,0.800959619827
ABI2,DTNB,0.74
ABI2,EFS,0.933731010142
ABI2,EGLN3,0.56
ABI2,EGR4,0.779881676458
ABI2,EIF3S3,0.56
ABI2,ENKD1,0.933731010142
ABI2,EXOC7,0.35
ABI2,FAM9C,0.56
ABI2,FHL5,0.800226868911
ABI2,FOXD4L1,0.800226868911
ABI2,GCC1,0.67
ABI2,GFAP,0.882136133925
ABI2,GRN,0.35
ABI2,HGS,0.67
ABI2,HNRNPK,0.929119759758
ABI2,HOMER3,0.74
ABI2,HSF2BP,0.905458953534
ABI2,IFT20,0.913447440607
ABI2,IHO1,0.914171922704
ABI2,INCA1,0.809584968885
ABI2,INSYN1,0.813029497616
ABI2,JPH3,0.56
ABI2,KIAA1217,0.56
ABI2,KIFC3,0.67
ABI2,KLC2,0.35
ABI2,KNSTRN,0.814804273865
ABI2,KRT13,0.56
ABI2,KRT14,0.814804273865
ABI2,KRT15,0.909022122655
ABI2,KRT19,0.802093589036
ABI2,KRT20,0.55
ABI2,KRT24,0.797187528802
ABI2,KRT27,0.900186191603
ABI2,KRT31,0.67
ABI2,KRT33B,0.56
ABI2,KRT34,0.904425393934
ABI2,KRT36,0.825190890002
ABI2,KRT75,0.917087107155
ABI2,LHX3,0.786777498573
ABI2,LHX8,0.693106017343
ABI2,LMO1,0.913447440607
ABI2,LMO2,0.907569152625
ABI2,LURAP1,0.786777498573
ABI2,LZTS2,0.85900122809
ABI2,MAGEA1,0.889440275875
ABI2,MED10,0.56
ABI2,MED11,0.56
ABI2,MED29,0.56
ABI2,MEOX2,0.892577360679
ABI2,MRFAP1,0.907690724539
ABI2,MRFAP1L1,0.67
ABI2,MRPL28,0.670002475038
ABI2,MRPL44,0.56
ABI2,MYOG,0.813029497616
ABI2,MYOZ3,0.670002475038
ABI2,NCK2,0.85
ABI2,NCKAP1,0.9
ABI2,NCKAP1L,0.35
ABI2,NCKIPSD,0.813766232994
ABI2,NHS,0.35
ABI2,NHSL1,0.35
ABI2,NHSL2,0.933127516423
ABI2,NHSL3,0.35
ABI2,NLGN1,0.4
ABI2,NME4,0.670002475038
ABI2,NUP62,0.74
ABI2,OBSL1,0.35
ABI2,OIP5,0.823435680497
ABI2,OOEP,0.56
ABI2,PCDH10,0.66
ABI2,PCDH17,0.4
ABI2,PCM1,0.917094996475
ABI2,PCMT1,0.35
ABI2,PDLIM7,0.902870384173
ABI2,PFDN5,0.823242024523
ABI2,PHETA1,0.924209803866
ABI2,POMC,0.813029497616
ABI2,PPIF,0.67
ABI2,PPP3CA,0.7147017714
ABI2,PRAM1,0.56
ABI2,PRDM14,0.668421370956
ABI2,PRKAA2,0.67
ABI2,PRR16,0.933731010142
ABI2,PRR20D,0.87441757497
ABI2,PSMA1,0.710418168278
ABI2,RABEP1,0.887884563895
ABI2,RABGEF1,0.56
ABI2,RAPH1,0.35
ABI2,RASD1,0.56
ABI2,RGPD6,0.35
ABI2,RSPH14,0.56
ABI2,RUSC1,0.799221631767
ABI2,SASS6,0.35
ABI2,SCGN,0.825190890002
ABI2,SDCBP,0.67
ABI2,SH3BP1,0.912273218004
ABI2,SHANK3,0.37
ABI2,SLA,0.693106017343
ABI2,SMARCB1,0.37
ABI2,SNAP91,0.844937755072
ABI2,SNAPIN,0.907690724539
ABI2,SNX7,0.786777498573
ABI2,SORBS3,0.909825684427
ABI2,SPAG5,0.35
ABI2,STAM2,0.88554281569
ABI2,STX19,0.800226868911
ABI2,STX4,0.896344960849
ABI2,TFIP11,0.74
ABI2,TLE5,0.928050549402
ABI2,TNIP1,0.35
ABI2,TPM2,0.825190890002
ABI2,TRAF3IP1,0.37
ABI2,TRIM32,0.8
ABI2,TRIM72,0.670002475038
ABI2,TRIML2,0.825190890002
ABI2,UBQLN2,0.907396578408
ABI2,UBR3,0.35
ABI2,USHBP1,0.875138485506
ABI2,VARS2,0.56
ABI2,VASP,0.74
ABI2,VPS28,0.693106017343
ABI2,WASF1,0.91
ABI2,WASF2,0.53
ABI2,WASF3,0.918864918321
ABI2,WASHC3,0.924209803866
ABI2,WASL,0.917197330336
ABI2,WIPF1,0.67
ABI2,WWOX,0.889167736933
ABI2,YWHAH,0.53
ABI2,YWHAZ,0.64
ABI2,ZFP90,0.690691677822
ABI2,ZMYND12,0.890719880542
ABI2,ZNF474,0.731824713641
ABI2,ZNF688,0.670002475038
ABI3,ABI3,0.907899471718
ABI3,AGTR1,0.37
ABI3,ARMC7,0.56
ABI3,BLOC1S5,0.56
ABI3,CCDC22,0.35
ABI3,CENPQ,0.762716699954
ABI3,CEP170,0.35
ABI3,CEP170B,0.35
ABI3,CEP170P1,0.37
ABI3,CEP44,0.92133887527
ABI3,CSNK2A1,0.35
ABI3,CYFIP1,0.35
ABI3,CYFIP2,0.56
ABI3,DAB2IP,0.35
ABI3,DESI1,0.814306959924
ABI3,DTNBP1,0.37
ABI3,EIF3H,0.801570454863
ABI3,EIF3M,0.742749500274
ABI3,EIF3S3,0.56
ABI3,EMILIN1,0.91914085275
ABI3,EVL,0.67
ABI3,FARSA,0.56
ABI3,FBF1,0.56
ABI3,GNG13,0.56
ABI3,GOLM1,0.714719508049
ABI3,GRB2,0.56
ABI3,HERC2,0.35
ABI3,HOMER1,0.929382692414
ABI3,HOMER2,0.35
ABI3,HOMER3,0.936724917351
ABI3,IFT20,0.750256581678
ABI3,IHO1,0.880109335748
ABI3,KANK2,0.72
ABI3,KIAA0408,0.815489173215
ABI3,KLC4,0.56
ABI3,KRT13,0.56
ABI3,KRT14,0.818012637983
ABI3,KRT24,0.813296923253
ABI3,KRT28,0.844415699266
ABI3,KRT31,0.926525014297
ABI3,KRT35,0.890090340371
ABI3,KRT36,0.818401272318
ABI3,KRT38,0.89744729621
ABI3,MAGEA12,0.56
ABI3,MED29,0.74741951021
ABI3,MIS18A,0.705146701308
ABI3,MRFAP1,0.825554752668
ABI3,MRFAP1L1,0.56
ABI3,NCK2,0.72
ABI3,NCKAP1,0.35
ABI3,NDEL1,0.837867989508
ABI3,NHS,0.35
ABI3,NHSL1,0.35
ABI3,NHSL2,0.67
ABI3,NHSL3,0.35
ABI3,NUP58,0.78
ABI3,OIP5,0.818606763873
ABI3,POC1A,0.35
ABI3,PSMA1,0.56
ABI3,RUFY3,0.794015154203
ABI3,RUNX1T1,0.56
ABI3,SH3BP1,0.873859725289
ABI3,SPAG5,0.35
ABI3,STX1A,0.928440540497
ABI3,STX2,0.921966397823
ABI3,SUFU,0.56
ABI3,SYNGAP1,0.35
ABI3,TBK1,0.35
ABI3,TBKBP1,0.35
ABI3,TNIP2,0.35
ABI3,TSSK1B,0.35
ABI3,TUSC2,0.35
ABI3,VASP,0.911033043046
ABI3,WAS,0.67
ABI3,WASF1,0.851964846294
ABI3,WASF2,0.56
ABI3,WASF3,0.35
ABI3,B2R8Y4,0.56
ABI3BP,CBX1,0.37
ABI3BP,GRB2,0.37
ABI3BP,MBNL1,0.37
ABITRAM,C4ORF19,0.904509945889
ABITRAM,CBY1,0.35
ABITRAM,FYN,0.35
ABITRAM,HMBOX1,0.881313915002
ABITRAM,LYN,0.35
ABITRAM,MESD,0.660471176023
ABITRAM,MRFAP1,0.35
ABITRAM,POTEF,0.53
ABITRAM,PUS10,0.918376236317
ABITRAM,TAOK1,0.53
ABITRAM,TAOK2,0.53
ABITRAM,ZHX2,0.53
ABL1,ABI1,0.9
ABL1,ABI2,0.64
ABL1,ABL2,0.37
ABL1,ABR,0.4
ABL1,ACAP1,0.4
ABL1,AHSG,0.4
ABL1,AKAP6,0.4
ABL1,ANAPC15,0.37
ABL1,APOL5,0.4
ABL1,AR,0.44
ABL1,ATM,0.7
ABL1,BAZ2A,0.4
ABL1,BCL2L1,0.4
ABL1,BMP8B,0.4
ABL1,BRCA1,0.37
ABL1,BRCA2,0.4
ABL1,CDKL5,0.4
ABL1,CELSR3,0.4
ABL1,CEP57L1,0.37
ABL1,CEP76,0.37
ABL1,CHCHD10,0.44
ABL1,CHRD,0.4
ABL1,CKAP4,0.35
ABL1,CKAP5,0.4
ABL1,CNTFR,0.4
ABL1,CNTNAP1,0.4
ABL1,CRK,0.74
ABL1,CRKL,0.74
ABL1,CSMD2,0.4
ABL1,CTDSP2,0.37
ABL1,CTNNB1,0.54
ABL1,DAPK1,0.44
ABL1,DDX5,0.35
ABL1,DLGAP1,0.4
ABL1,DLGAP3,0.4
ABL1,DLGAP4,0.4
ABL1,DNASE1L2,0.4
ABL1,DNM2,0.4
ABL1,DRG1,0.35
ABL1,DVL2,0.37
ABL1,EEF1G,0.35
ABL1,EGFR,0.69
ABL1,EIF2A,0.35
ABL1,EPB41L3,0.4
ABL1,EPS15,0.4
ABL1,EPS15L1,0.44
ABL1,ERBB2,0.44
ABL1,ERBB3,0.44
ABL1,ERCC6,0.66
ABL1,EWSR1,0.35
ABL1,FAM110A,0.4
ABL1,FANCG,0.44
ABL1,FLNC,0.4
ABL1,FOSL1,0.44
ABL1,FOXF2,0.4
ABL1,FUS,0.35
ABL1,FYB1,0.4
ABL1,GJA8,0.640402555328
ABL1,GNS,0.4
ABL1,GPR45,0.4
ABL1,GRB2,0.4
ABL1,HCK,0.4
ABL1,HCN2,0.4
ABL1,HCN4,0.4
ABL1,HEXA,0.4
ABL1,HNRNPM,0.35
ABL1,HNRNPR,0.4
ABL1,HNRNPUL1,0.44
ABL1,HSP90AB1,0.4
ABL1,HSPE1,0.35
ABL1,ILF3,0.35
ABL1,ITGB2,0.52
ABL1,KIFC2,0.4
ABL1,KIT,0.44
ABL1,KMT2B,0.4
ABL1,KRT31,0.85532825094
ABL1,LRRC59,0.35
ABL1,LRRK2,0.44
ABL1,MARVELD2,0.44
ABL1,MAVS,0.59
ABL1,MED25,0.44
ABL1,MKI67,0.4
ABL1,MSH5,0.82
ABL1,MUC1,0.65
ABL1,NBEA,0.4
ABL1,NCK1,0.4
ABL1,NCKAP5,0.4
ABL1,NKX2-1,0.4
ABL1,NOL4,0.37
ABL1,NOTCH1,0.37
ABL1,NOTCH3,0.4
ABL1,NR5A1,0.44
ABL1,OGN,0.4
ABL1,OSBPL5,0.4
ABL1,P2RX7,0.4
ABL1,PKM,0.44
ABL1,PLCG1,0.4
ABL1,PLEKHA4,0.37
ABL1,PPP3CA,0.4
ABL1,PRICKLE3,0.4
ABL1,PTPN4,0.4
ABL1,RGS20,0.4
ABL1,RIN1,0.79
ABL1,RIN3,0.4
ABL1,RPLP1,0.35
ABL1,RPP38,0.4
ABL1,RPS21,0.35
ABL1,RTL8C,0.4
ABL1,SCARF2,0.4
ABL1,SEMA7A,0.4
ABL1,SFN,0.67
ABL1,SH3BP1,0.4
ABL1,SHANK3,0.4
ABL1,SHB,0.52
ABL1,SLC22A3,0.4
ABL1,SMN2,0.44
ABL1,SNCA,0.6
ABL1,SNX8,0.4
ABL1,SORBS1,0.52
ABL1,SORBS3,0.54
ABL1,SOS2,0.4
ABL1,SP1,0.4
ABL1,SPRR2A,0.44
ABL1,SRC,0.59
ABL1,SRPK2,0.44
ABL1,STAT5A,0.44
ABL1,SUB1,0.35
ABL1,SUV39H2,0.4
ABL1,TCL1A,0.37
ABL1,TERF1,0.4
ABL1,TLN2,0.6
ABL1,TMEM74B,0.4
ABL1,TOP1,0.6
ABL1,TP53,0.56
ABL1,TP73,0.4
ABL1,TRMT2B,0.37
ABL1,TSKS,0.4
ABL1,TULP4,0.4
ABL1,VAV1,0.6
ABL1,VPS13A,0.4
ABL1,WASF2,0.59
ABL1,XRCC6,0.35
ABL1,YWHAB,0.73
ABL1,YWHAE,0.76
ABL1,YWHAG,0.89
ABL1,YWHAH,0.83
ABL1,YWHAQ,0.48
ABL1,YWHAZ,0.71
ABL2,ABI1,0.44
ABL2,ABI2,0.56
ABL2,AR,0.44
ABL2,CASS4,0.35
ABL2,CD84,0.35
ABL2,CDC37,0.53
ABL2,CRK,0.77
ABL2,EGFR,0.69
ABL2,ERBB2,0.44
ABL2,ERBB3,0.44
ABL2,ERBB4,0.44
ABL2,FBXO38,0.37
ABL2,GRB2,0.4
ABL2,HRAS,0.46
ABL2,HSP90AA1,0.35
ABL2,HSP90AB1,0.35
ABL2,KIT,0.44
ABL2,LRRK2,0.44
ABL2,MAP3K10,0.37
ABL2,MET,0.44
ABL2,MPIG6B,0.35
ABL2,NCK1,0.73
ABL2,PECAM1,0.35
ABL2,PIK3R1,0.4
ABL2,PIK3R3,0.49
ABL2,PKM,0.44
ABL2,PLCG1,0.6
ABL2,PTPN18,0.35
ABL2,RIN1,0.8
ABL2,SF1,0.37
ABL2,SRC,0.4
ABL2,STAT3,0.49
ABL2,TPD52L1,0.37
ABL2,TRIP10,0.56
ABLIM1,BEGAIN,0.37
ABLIM1,CALCOCO2,0.37
ABLIM1,CARD9,0.56
ABLIM1,CCDC57,0.56
ABLIM1,DAPK1,0.44
ABLIM1,FHL2,0.56
ABLIM1,HOOK2,0.37
ABLIM1,HSF2BP,0.56
ABLIM1,LDOC1,0.51
ABLIM1,LRRK2,0.44
ABLIM1,MFHAS1,0.44
ABLIM1,NMT1,0.35
ABLIM1,SEPSECS,0.35
ABLIM1,SFN,0.63
ABLIM1,SREBF2,0.37
ABLIM1,TRAF2,0.37
ABLIM1,TSC22D4,0.37
ABLIM1,USHBP1,0.37
ABLIM1,VIM,0.37
ABLIM1,YWHAE,0.65
ABLIM1,YWHAH,0.8
ABLIM1,YWHAZ,0.79
ABLIM2,AFDN,0.53
ABLIM2,ASXL2,0.35
ABLIM2,DMWD,0.56
ABLIM2,FGFR3,0.56
ABLIM2,FRMD6,0.35
ABLIM2,GFAP,0.56
ABLIM2,HECTD3,0.35
ABLIM2,JPH3,0.56
ABLIM2,KDM1B,0.35
ABLIM2,KIAA1671,0.35
ABLIM2,NF2,0.56
ABLIM2,PANK2,0.56
ABLIM2,PKN1,0.35
ABLIM2,PKN2,0.35
ABLIM2,SPRED1,0.56
ABLIM2,TTN,0.37
ABLIM3,ABI2,0.86849225551
ABLIM3,AFDN,0.35
ABLIM3,BANP,0.883080173531
ABLIM3,BBS2,0.35
ABLIM3,BBS9,0.35
ABLIM3,BRCA1,0.35
ABLIM3,CATSPER1,0.56
ABLIM3,CBX8,0.56
ABLIM3,CCDC33,0.37
ABLIM3,CCNH,0.35
ABLIM3,CWF19L2,0.56
ABLIM3,HIKESHI,0.56
ABLIM3,IKZF3,0.88320246002
ABLIM3,LIMD1,0.35
ABLIM3,MNAT1,0.35
ABLIM3,PALMD,0.799288034405
ABLIM3,PDLIM7,0.35
ABLIM3,SNW1,0.693836511757
ABLIM3,SSX2IP,0.56
ABLIM3,TARBP1,0.35
ABLIM3,TFIP11,0.878426324018
ABLIM3,ZNF620,0.56
ABO,GRAMD2B,0.56
ABRA,ACTA2,0.35
ABRA,ACTB,0.35
ABRA,ACTBL2,0.35
ABRA,ACTC1,0.35
ABRA,ACTR10,0.35
ABRA,ADD2,0.35
ABRA,BTRC,0.35
ABRA,CAPZA2,0.35
ABRA,CAPZB,0.35
ABRA,CORO6,0.35
ABRA,DCTN4,0.35
ABRA,DCTN6,0.35
ABRA,FBXO34,0.35
ABRA,FBXW11,0.35
ABRA,FLII,0.35
ABRA,GSN,0.35
ABRA,LIMA1,0.35
ABRA,LIMCH1,0.35
ABRA,LRRFIP1,0.35
ABRA,LRRFIP2,0.35
ABRA,MYO1B,0.35
ABRA,MYO1D,0.35
ABRA,PLEKHG3,0.35
ABRA,POTEI,0.35
ABRA,SPTBN2,0.35
ABRA,SVIL,0.35
ABRA,TMOD1,0.35
ABRA,TMOD2,0.35
ABRA,TMOD3,0.35
ABRAXAS1,ALDH6A1,0.53
ABRAXAS1,BRCA1,0.86
ABRAXAS1,BRCC3,0.64
ABRAXAS1,BRIP1,0.35
ABRAXAS1,CFTR,0.52
ABRAXAS1,LAMC1,0.53
ABRAXAS1,MANF,0.4
ABRAXAS1,PSMC5,0.53
ABRAXAS1,RAD51,0.27
ABRAXAS1,UIMC1,0.68
ABRAXAS1,WTAP,0.53
ABRAXAS2,BABAM1,0.73
ABRAXAS2,BIRC6,0.35
ABRAXAS2,BRCC3,0.69
ABRAXAS2,COPS3,0.35
ABRAXAS2,COPS4,0.35
ABRAXAS2,COPS5,0.35
ABRAXAS2,COPS6,0.35
ABRAXAS2,COPS7A,0.35
ABRAXAS2,COPS8,0.35
ABRAXAS2,DCUN1D1,0.56
ABRAXAS2,DDB1,0.35
ABRAXAS2,GTPBP1,0.35
ABRAXAS2,HUWE1,0.35
ABRAXAS2,IGHG1,0.35
ABRAXAS2,IGHG2,0.35
ABRAXAS2,LAMC1,0.53
ABRAXAS2,NUP62,0.35
ABRAXAS2,PAAF1,0.35
ABRAXAS2,PSMA7,0.35
ABRAXAS2,PSMC1,0.35
ABRAXAS2,PSMC2,0.35
ABRAXAS2,PSMC3,0.35
ABRAXAS2,PSMC4,0.35
ABRAXAS2,PSMC5,0.64
ABRAXAS2,PSMD1,0.35
ABRAXAS2,PSMD10,0.35
ABRAXAS2,PSMD11,0.35
ABRAXAS2,PSMD12,0.35
ABRAXAS2,PSMD14,0.35
ABRAXAS2,PSMD2,0.35
ABRAXAS2,PSMD3,0.35
ABRAXAS2,PSMD5,0.35
ABRAXAS2,PSMD6,0.35
ABRAXAS2,PSMD7,0.35
ABRAXAS2,RNF20,0.35
ABRAXAS2,SHMT2,0.53
ABRAXAS2,THAP11,0.53
ABRAXAS2,TRAF7,0.35
ABRAXAS2,TUBB2B,0.35
ABRAXAS2,USP9Y,0.35
ABRAXAS2,Q59EL2,0.35
ABT1,AATF,0.35
ABT1,AMER1,0.35
ABT1,ANKRD28,0.35
ABT1,ANKS3,0.35
ABT1,APOBEC3B,0.35
ABT1,APOBEC3C,0.53
ABT1,APOBEC3F,0.35
ABT1,ARK2N,0.35
ABT1,ASCC2,0.35
ABT1,ASCC3,0.35
ABT1,BAP1,0.35
ABT1,BBX,0.35
ABT1,BLM,0.35
ABT1,BMS1,0.35
ABT1,BOP1,0.35
ABT1,BRIX1,0.35
ABT1,BUD13,0.53
ABT1,C7ORF50,0.35
ABT1,CAVIN1,0.35
ABT1,CBX2,0.35
ABT1,CBX8,0.35
ABT1,CCDC106,0.35
ABT1,CCDC136,0.56
ABT1,CCDC137,0.35
ABT1,CCDC86,0.35
ABT1,CDCA7L,0.56
ABT1,CDK11B,0.35
ABT1,CDK12,0.35
ABT1,CDKN2AIP,0.35
ABT1,CEBPZ,0.35
ABT1,CENPB,0.53
ABT1,CENPC,0.35
ABT1,CEP70,0.916815178447
ABT1,CHD2,0.35
ABT1,CSNK2A1,0.35
ABT1,CSNK2B,0.53
ABT1,CTCF,0.35
ABT1,CXXC1,0.35
ABT1,DAP3,0.35
ABT1,DCAF1,0.53
ABT1,DCAF5,0.35
ABT1,DDX10,0.53
ABT1,DDX24,0.35
ABT1,DDX27,0.35
ABT1,DDX28,0.53
ABT1,DDX31,0.35
ABT1,DDX47,0.53
ABT1,DDX49,0.53
ABT1,DDX51,0.35
ABT1,DDX54,0.35
ABT1,DDX55,0.35
ABT1,DDX56,0.35
ABT1,DHX30,0.35
ABT1,DHX36,0.35
ABT1,DHX57,0.35
ABT1,DKC1,0.35
ABT1,DNTTIP2,0.35
ABT1,DROSHA,0.35
ABT1,DVL3,0.900760757489
ABT1,E4F1,0.53
ABT1,EMD,0.901328747813
ABT1,EPB41L4B,0.35
ABT1,EPB41L5,0.35
ABT1,ERAL1,0.35
ABT1,ESCO2,0.35
ABT1,ESF1,0.53
ABT1,FAM111A,0.35
ABT1,FAM111B,0.35
ABT1,FAM120A,0.35
ABT1,FAM9B,0.56
ABT1,FASTKD2,0.35
ABT1,FTSJ3,0.35
ABT1,FYTTD1,0.35
ABT1,GADD45GIP1,0.35
ABT1,GAR1,0.35
ABT1,GLE1,0.35
ABT1,GLYR1,0.35
ABT1,GNL2,0.35
